key,companies,profit
60129543356,"",0
60129543357,Larry Savadove Productions,0
60129543357,Joaquin Associates,0
60129543358,"",0
60129543359,"",0
60129543360,ALT Entertainment,0
60129543360,Balaji Motion Pictures,0
60129543361,"",0
60129543362,"",0
60129543363,Freshwater Films,0
60129543364,"",0
60129543365,Moving Pictures,0
60129543365,Select Media Holdings,0
60129543365,Brandsmith Motion Pictures,0
60129543365,Tigmanshu Dhulia Films,0
60129543366,Hope Productions,-3700000
60129543366,Amitabh Bachchan Corporation Limited,-3700000
60129543366,Wunderbar Films,-3700000
60129543366,Balaji Motion Pictures,-3700000
60129543367,Fox Star Studios,0
60129543368,"",0
60129543369,"",0
60129543370,Česká televize,0
60129543371,"",0
60129543372,Disney Channel,0
60129543373,"",0
60129543374,Hyperion Productions,0
60129543375,The Incident at North Hampton Productions,0
60129543375,Canadian Film Development Corporation (CFDC),0
60129543376,"",0
60129543377,XYZ Productions,0
60129543378,Universal Pictures,0
60129543379,"",0
60129543380,Beth Harrington Productions,0
60129543381,Kaotic Productions,0
60129543381,The Asylum,0
60129543382,Universal Animation Studios,0
60129543383,"Tokyo Eiga Co., Ltd.",0
60129543384,Toei Company,0
60129543385,"",0
60129543386,"",0
60129543387,Pico Pictures,0
60129543387,Filmgate Films,0
60129543387,Film i Väst,0
60129543388,"",0
60129543389,Double D Productions,0
60129543389,Elstree Studio Productions,0
60129543390,Noteworthy Films,0
60129543391,"",0
60129543392,"",0
60129543393,Wells & Jeta Entertainment,-12500000
60129543394,Boxmotion,0
60129543394,Empire Ward,0
60129543395,Phantom Films,492053
60129543396,AMBI Group,0
60129543396,Eclectic pictures,0
60129543397,Catalyst,0
60129543398,Dual Power Productions,0
60129543399,Village Roadshow Films North America,176743061
60129543399,Riche Productions,176743061
60129543399,Beagle Pug Films,176743061
60129543399,Dune Entertainment,176743061
60129543399,RatPac,176743061
60129543399,Jerry Weintraub Productions,176743061
60129543399,Dark Horse Entertainment,176743061
60129543399,Village Roadshow Pictures,176743061
60129543400,Blumhouse Productions,108587880
60129543400,Platinum Dunes,108587880
60129543400,Why Not Productions,108587880
60129543400,Universal Pictures,108587880
60129543401,TSG Entertainment,44068246
60129543401,Chernin Entertainment,44068246
60129543401,Twentieth Century Fox Film Corporation,44068246
60129543402,Twentieth Century Fox Animation,303579038
60129543402,Blue Sky Studios,303579038
60129543403,Atomic Monster,143968835
60129543403,Matter Productions,143968835
60129543403,New Line Productions,143968835
60129543404,Walt Disney Studios Motion Pictures,78695338
60129543404,Walt Disney Pictures,78695338
60129543405,Camera 40 Productions,0
60129543405,Arrowstorm Entertainment,0
60129543405,Mainstay Productions,0
60129543406,Showbox,0
60129543407,"",0
60129543408,Mississippix Studios,-9995500
60129543408,Lionsgate Premiere,-9995500
60129543408,Atomic Entertainment,-9995500
60129543408,Mandeville Films,-9995500
60129543408,26 Films,-9995500
60129543409,Allegro Films Distribution,0
60129543409,Applecreek Productions,0
60129543410,Pangaea Pictures,0
60129543410,Wernham Entertainment,0
60129543411,"",0
60129543412,"",0
60129543413,"",0
60129543414,"",0
60129543415,"",-1000000
60129543416,S.F.P.C.,0
60129543416,Films A2,0
60129543417,San Marco S.P.A./Crono S.P.A,0
60129543418,Denver Film Productions,0
60129543419,"",0
60129543420,"",0
60129543421,Showbox,0
60129543422,"",0
60129543423,Likely Story,0
60129543424,Great Point Media,23020
60129543424,Rabbit Bandini Films,23020
60129543424,Killer Films,23020
60129543425,A Farewell to Kings Entertainment Company,0
60129543426,Bruxelles Capitale,-5000000
60129543426,Jerico,-5000000
60129543426,Région Wallone,-5000000
60129543426,Orange Cinéma Séries,-5000000
60129543426,Scope Pictures,-5000000
60129543426,Cinémage 4,-5000000
60129543426,TF1 Films Production,-5000000
60129543426,Fidélité Films,-5000000
60129543426,SCOPE Invest,-5000000
60129543426,Wild Bunch,-5000000
60129543426,Mars Films,-5000000
60129543426,Procirep,-5000000
60129543427,"",0
60129543428,Route One Films,0
60129543428,Ocean Blue Entertainment,0
60129543429,"",0
60129543430,"",0
60129543431,"",0
60129543432,Duea Film,0
60129543433,Taodue Film,0
60129543433,Kimera Film,0
60129543433,Rai Cinema,0
60129543434,"",0
60129543435,The Kraken Films,0
60129543435,Bulletproof Cupid,0
60129543435,LWH Entertainment,0
60129543435,Gloucester Place Films,0
60129543435,Umedia,0
60129543435,Black Camel Pictures,0
60129543435,Creative Scotland,0
60129543436,Elephant Eye Films,0
60129543437,"",0
60129543438,"",0
60129543439,4th Wall Entertainment,-15000000
60129543439,Emmett/Furla Films,-15000000
60129543439,Grindstone Entertainment Group,-15000000
60129543440,steamboat films,0
60129543440,Lobster Films,0
60129543440,Arte France,0
60129543441,"",0
60129543442,"",0
60129543443,"",0
60129543444,"",0
60129543445,"",0
60129543446,Vanguard Studio,0
60129543446,Blossom Films,0
60129543447,Diablo Entertainment,0
60129543448,Darlow Smithson Productions,0
60129543449,Bon Voyage Films,-85876
60129543449,Films,-85876
60129543449,OOO,-85876
60129543450,G Village,0
60129543450,185º Equator,0
60129543451,British Film Company,37915971
60129543451,Fox Searchlight Pictures,37915971
60129543452,Wind Chill Films,0
60129543452,Bay Bridge Productions Inc.,0
60129543452,Snowfall Films,0
60129543453,Lotte Entertainment,0
60129543454,Disney,0
60129543454,Pixar Animation Studios,0
60129543455,"",0
60129543456,"",0
60129543457,Mojo Musique,-522360
60129543457,Together Films,-522360
60129543457,Spring Films,-522360
60129543458,Hock Films,0
60129543458,Legendary Pictures,0
60129543459,"",-75
60129543460,Windowseat Films,13191
60129543460,A24,13191
60129543460,RabbitBandini Productions,13191
60129543461,BD Cine,0
60129543461,Tornasol Films,0
60129543462,Tortilla Flats Productions,0
60129543462,Nopal Army,0
60129543463,RKO Radio Pictures,0
60129543464,Executive Productions,0
60129543465,Willis Kent Productions,0
60129543466,Columbia Pictures,0
60129543467,Monogram Pictures,0
60129543468,"",0
60129543469,Crazy Cow Productions,0
60129543469,Green Day,0
60129543470,Liberal Region Productions,0
60129543471,"",0
60129543472,"",0
60129543473,"",0
60129543474,Ealing Studios,0
60129543475,Mayer (MGM),0
60129543475,Goldwyn,0
60129543475,Metro,0
60129543476,Warner Bros.,0
60129543477,Ho–Hi Pictures,0
60129543478,Republic Pictures,0
60129543479,Magic Elevator,-1200000
60129543480,Magic Elevator,0
60129543481,Shaw Brothers,0
60129543482,"",0
60129543483,Hollywood Pictures Corporation (II),0
60129543484,Warner Bros.,0
60129543485,"",-354000
60129543486,Woohoo Pictures,-1220000
60129543486,Astro Shaw,-1220000
60129543487,"",0
60129543488,"",0
60129543489,Limbo Film AG,0
60129543490,"",-500000
60129543491,Twentieth Century Fox Film Corporation,0
60129543492,Dalia Productions,0
60129543493,Jadran Film,0
60129543494,Posa Films,0
60129543495,Posa Films,0
60129543496,Río Negro Producciones,0
60129543496,Fidecine,0
60129543496,Warner Bros. Television,0
60129543497,"",0
60129543498,"",0
60129543499,Reality Entertainment (RE),0
60129543500,Cannon International,0
60129543501,"",0
60129543502,Walt Disney Home Video,0
60129543503,CN4 Productions,921974
60129543503,Studio Ghibli,921974
60129543503,Arte France Cinéma,921974
60129543503,Belvision,921974
60129543503,Prima Linéa Productions,921974
60129543503,Wild Bunch,921974
60129543503,Why Not Productions,921974
60129543504,Wa Entertainment,0
60129543505,"",0
60129543506,Finition Productions,0
60129543507,ESX Entertainment,-2000000
60129543507,ESX Productions,-2000000
60129543508,"",0
60129543509,"",0
60129543510,"",0
60129543511,"",0
60129543512,Circle of Confusion,252
60129543512,Marvista Entertainment,252
60129543513,Roger Ross Williams Productions,0
60129543513,Motto Pictures,0
60129543513,A&E IndieFilms,0
60129543514,NC+,-6000000
60129543514,A Plus Image 6,-6000000
60129543514,La Banque Postale Image 8,-6000000
60129543514,Cofinova 11,-6000000
60129543514,Sofica Manon 5,-6000000
60129543514,Aeroplan Film,-6000000
60129543514,Mandarin Films,-6000000
60129543514,France 2 (FR2),-6000000
60129543514,Scope Pictures,-6000000
60129543514,Ciné+,-6000000
60129543514,Polish Film Institute,-6000000
60129543514,Canal+,-6000000
60129543514,Eurimages,-6000000
60129543514,Mars Films,-6000000
60129543514,France 2 Cinéma,-6000000
60129543515,Amérique Film,0
60129543515,Pie Films,0
60129543516,"",0
60129543517,Media Asia Group,0
60129543517,Milky Way Image Company,0
60129543518,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),0
60129543518,MK2 Production,0
60129543519,"",0
60129543520,"",0
60129543521,Jeonwonsa Film,0
60129543522,Les Productions de la Guéville,0
60129543522,Gaumont International,0
60129543522,Madeleine Films,0
60129543523,CrossFit Inc.,0
60129543524,Telecine Productions,-840000
60129543524,Porta dos Fundos,-840000
60129543524,Paris Filmes,-840000
60129543524,Paramount Pictures,-840000
60129543525,Posa Films,0
60129543526,Óscar Producciones Cinematográficas S.A.,0
60129543527,"",0
60129543528,Rioma Films,0
60129543529,Cantinflas Films,0
60129543530,"",0
60129543531,Keep Your Head,66241496
60129543531,Allison Shearmur Productions,66241496
60129543531,Lionsgate,66241496
60129543532,Premiere Entertainment Group,-8000000
60129543532,Steamroller Productions,-8000000
60129543533,"",0
60129543534,"",0
60129543535,"",0
60129543536,"",-2
60129543537,"",0
60129543538,"",0
60129543539,"",0
60129543540,"",0
60129543541,Délia Film,0
60129543542,Only Hearts Company,0
60129543542,WEVCO Produce Company,0
60129543542,Aries [jp],0
60129543543,Flashlight Films,178470033
60129543543,RatPac Entertainment,178470033
60129543543,FilmNation Entertainment,178470033
60129543543,"Kennedy/Marshall Company, The",178470033
60129543543,Warner Bros.,178470033
60129543543,Malpaso Productions,178470033
60129543544,France,112481
60129543544,de,112481
60129543544,Région Hauts,112481
60129543544,Soficinéma 12,112481
60129543544,Cinémage 10,112481
60129543544,Cofinova 12,112481
60129543544,Calais,112481
60129543544,de,112481
60129543544,Pas,112481
60129543544,Pictanovo Nord,112481
60129543544,Twenty Twenty Vision Filmproduktion GmbH,112481
60129543544,Centre National de la Cinématographie (CNC),112481
60129543544,WDR / Arte,112481
60129543544,Mitteldeutsche Medienförderung (MDM),112481
60129543544,Le Fresnoy Studio National des Arts Contemporains,112481
60129543544,Scope Pictures,112481
60129543544,Memento Films International,112481
60129543544,Ciné+,112481
60129543544,3B Productions,112481
60129543544,Memento Films Distribution,112481
60129543544,Arte France Cinéma,112481
60129543544,Arte France,112481
60129543544,Canal+,112481
60129543544,Filmförderungsanstalt (FFA),112481
60129543544,Pallas Film,112481
60129543545,Les Films du Losange,0
60129543546,Les films de l’autre,0
60129543546,Les Productions Unité Centrale,0
60129543547,Hype Film,0
60129543548,Sons of Manual,0
60129543548,MK2 Productions,0
60129543548,Téléfilm Canada,0
60129543549,Petit Film,0
60129543549,Schweizer Radio und Fernsehen (SRF),0
60129543549,Arte,0
60129543550,"",0
60129543551,"",0
60129543552,Arista Films,0
60129543552,Mediterranean Film Production Co. Ltd.,0
60129543553,"",0
60129543554,"",0
60129543555,"",0
60129543556,Greydon Clark Productions,0
60129543557,"",0
60129543558,Netflix,0
60129543559,Marshall Law Entertainment,-1000000
60129543560,Globo Filmes,1672940
60129543561,"",-10000000
60129543562,American Film Institute (AFI),0
60129543563,Yash Raj Films,91600000
60129543564,IFI Producción S.A.,591696
60129543565,David Paradine Television,0
60129543565,Finnegan Associates,0
60129543566,Cinak Compagnie Cinématographique,0
60129543567,"",0
60129543568,"",0
60129543569,Finding Cinema,4000000
60129543570,"",0
60129543571,"",0
60129543572,Film GmbH & Co. KG (München),0
60129543572,Divina,0
60129543573,Studio für Spielfilme,0
60129543573,VEB DEFA,0
60129543573,Bosna Film,0
60129543574,"",-500000
60129543575,"",0
60129543576,"",0
60129543577,"",0
60129543578,"",0
60129543579,KSM,0
60129543580,WWE Studios,0
60129543581,Dead Sea Films,-500000
60129543582,"",0
60129543583,Savage Beast Film,0
60129543583,Solid Weld Production,0
60129543584,"",0
60129543585,Paradox Film 3,-5455000
60129543585,Newgrange Pictures,-5455000
60129543586,Maxper Producciones Cinematográficas (Maximiliano Pérez Flórez),0
60129543587,Veracity Productions,0
60129543588,"",0
60129543589,Mosfilm,0
60129543590,Mira Filmes,0
60129543591,"",0
60129543592,"",0
60129543593,"",20400
60129543594,"",0
60129543595,Tips Industries,6820000
60129543596,3D Content Hub,-100000
60129543597,"",0
60129543598,Hepworth,0
60129543599,Eduardo Coutinho Produções Cinematográficas,0
60129543599,Mapa Filmes,0
60129543600,"",0
60129543601,EchoWolf Productions,0
60129543601,Brainstorm Media,0
60129543602,"",0
60129543603,Imperial Entertainment,0
60129543603,Seasonal Film Corporation,0
60129543604,Asmik Ace Entertainment,0
60129543604,"Shochiku Co., Ltd.",0
60129543605,Good Films,-9563192
60129543606,"",0
60129543607,Joint Effort,46234523
60129543607,Warner Bros.,46234523
60129543607,Green Hat Films,46234523
60129543607,The Mark Gordon Company,46234523
60129543608,"",0
60129543609,"",0
60129543610,"",0
60129543611,"",0
60129543612,"",0
60129543613,"",0
60129543614,Pure Flix Entertainment,0
60129543615,VideoFilmes,0
60129543616,Shogakukan Production,0
60129543616,Amuse Soft Entertainment,0
60129543617,"",0
60129543618,RSS Production,0
60129543619,"",0
60129543620,Terwilliger Productions,0
60129543621,"",0
60129543622,"",0
60129543623,"",0
60129543624,Parlay Films,0
60129543625,Gems Ltd.,0
60129543625,Gold,0
60129543626,No Remake Pictures,0
60129543626,New Golden Age Films,0
60129543626,Avery Productions (II),0
60129543626,Casadelic Pictures,0
60129543626,Jeff Rice Films,0
60129543626,Redwire Pictures,0
60129543626,Orion Pictures,0
60129543627,Riley Productions,0
60129543628,K&S Films,5418661
60129543628,Francia,5418661
60129543628,Argentina,5418661
60129543628,Coproducción España,5418661
60129543628,Telefónica Studios,5418661
60129543628,Morena Films,5418661
60129543628,Vaca Films,5418661
60129543628,Telecinco Cinema,5418661
60129543629,"",0
60129543630,Greendale Productions,0
60129543631,CJ Entertainment,0
60129543632,Tosh Company Inc.,0
60129543632,Black Heart Productions,0
60129543632,Irwin Entertainment,0
60129543633,Tigon British Film Productions,0
60129543634,Oscilloscope Laboratories,0
60129543635,AMLF,0
60129543636,Les Productions de la Guéville,0
60129543636,Gaumont International,0
60129543637,United Channel Movies,0
60129543638,Channel 101,0
60129543639,"Asylum, The",-150000
60129543640,HBO,0
60129543641,Daiano Film,0
60129543641,Atlántida Films,0
60129543641,Leone Film,0
60129543642,"",0
60129543643,Aardman Animations,-500000
60129543644,Scarlet Fire Films,0
60129543644,Armzfx,0
60129543644,24/7 Films,0
60129543645,Amegro Films,-5000
60129543645,Sack Amusement Enterprises,-5000
60129543646,Koch Media,0
60129543646,Cinetel Films,0
60129543646,Echo Bridge Home Entertainment,0
60129543646,Avrio Filmworks,0
60129543647,Sack Amusement Enterprises,0
60129543648,"",0
60129543649,Home Box Office (HBO),0
60129543650,Fair Harbor Productions,0
60129543650,Home Box Office (HBO),0
60129543651,"",0
60129543652,"",0
60129543653,Rogosin Films,0
60129543653,Phantasma,0
60129543653,Impact,0
60129543654,Allied Artists Pictures,0
60129543655,Anit Ticaret,0
60129543655,Dark Maze Studios,0
60129543656,Independent Film,0
60129543657,Universal Television,0
60129543658,"",0
60129543659,"",0
60129543660,Mayer (MGM),0
60129543660,Goldwyn,0
60129543660,Metro,0
60129543660,Cosmopolitan Productions,0
60129543661,"",0
60129543662,"",0
60129543663,Micheaux Film,0
60129543664,Neyrac Films,0
60129543664,Mr. Significant Films,0
60129543664,Greenhouse Media Investment,0
60129543664,Mazel Productions,0
60129543664,Transfax Film Productions,0
60129543664,Noé Productions,0
60129543664,Centre National de la Cinématographie (CNC),0
60129543664,France Télévisions,0
60129543664,Nimar Studios,0
60129543664,France 3 Cinéma,0
60129543665,"",0
60129543666,Mano a Mano Films,0
60129543666,Lennexe Films,0
60129543666,Chu Media,0
60129543667,Parking Garage Pictures,-1000000
60129543667,The Klimax,-1000000
60129543667,Arrowstorm Entertainment,-1000000
60129543668,"",-4000000
60129543669,Krasnaya Strela,-12000000
60129543670,Priya Films,0
60129543671,"",0
60129543672,"",0
60129543673,"",0
60129543674,Coco Television,0
60129543674,Irish Film Board,0
60129543675,"",-10
60129543676,"",0
60129543677,"",0
60129543678,Les Films 13,-4100000
60129543679,Campfire,0
60129543679,Heretic Films,0
60129543680,"",0
60129543681,Lorimar Productions,0
60129543682,Vertigo/Emotionfilm,0
60129543682,SCCA / pro.ba,0
60129543682,Asap films,0
60129543682,Rai Cinema,0
60129543683,A Team Productions,-1200000
60129543683,Caviar,-1200000
60129543683,Climax Films,-1200000
60129543684,"",0
60129543685,"",1
60129543686,Hopscotch Films,0
60129543687,Radical Media,0
60129543688,"",0
60129543689,D8 Films,0
60129543689,Cinéfrance 1888,0
60129543689,Récifilms,0
60129543689,Mars Films,0
60129543690,"",0
60129543691,"",0
60129543692,"",0
60129543693,"",0
60129543694,Anna Biller Productions,0
60129543695,Warner Bros. Animation,275000
60129543695,DC Comics,275000
60129543696,"",0
60129543697,The Vitaphone Corporation,1125000
60129543697,Warner Bros.,1125000
60129543698,"",0
60129543699,Cadillac Hash,0
60129543700,Herzbergmedia,-40000
60129543700,Stella Maris Film,-40000
60129543700,KinoweltTV,-40000
60129543701,Paramount Pictures,0
60129543702,Mascot Pictures,0
60129543703,"",0
60129543704,"",0
60129543705,Sikhya Entertainment,0
60129543706,Prodimex Film,0
60129543706,Filmkunst,0
60129543706,Terra,0
60129543706,Towers of London Productions,0
60129543706,Fénix Cooperativa Cinematográfica,0
60129543707,Constantin Film Produktion,0
60129543708,Proudweeks,0
60129543708,Constantin Film,0
60129543709,Lord Film Produktion,0
60129543709,Film,0
60129543709,Eichberg,0
60129543710,David Gerber Productions,0
60129543710,Columbia Pictures Television,0
60129543711,"",0
60129543712,"",0
60129543713,Rete Europa,0
60129543713,Harmony Gold,0
60129543713,Avala Film,0
60129543714,Electric Rainbow,0
60129543715,Banque Paribas,0
60129543715,Silvio Berlusconi Communications,0
60129543715,Harmony Gold,0
60129543716,Banque Paribas,0
60129543716,Silvio Berlusconi Communications,0
60129543716,Harmony Gold,0
60129543717,Timothy Burrill Productions,-10000000
60129543718,Fidelity Productions,0
60129543719,"",0
60129543720,Cosgrove Hall Films,0
60129543721,The Oxford Film Company,0
60129543721,Piccadilly Pictures,0
60129543722,"",0
60129543723,Produzione Dario Sabatello,0
60129543723,Ágata Films S.A.,0
60129543724,"",0
60129543725,"",0
60129543726,Mascot Picture Corp.,0
60129543727,"",0
60129543728,John Argyle Productions,0
60129543728,Monogram Pictures,0
60129543729,Hammer Films,0
60129543730,TOHO,0
60129543731,BillBlock Media,163936074
60129543731,Huayi Brothers Pictures,163936074
60129543731,STX Entertainment,163936074
60129543732,OddLot Entertainment,25589296
60129543732,Film 44,25589296
60129543732,Sidney Kimmel Entertainment,25589296
60129543733,Get Lifted Film Company,0
60129543733,IM Global,0
60129543734,Race Point Films,0
60129543734,Charlie Guidance,0
60129543734,Faliro House Productions,0
60129543735,Hidden Empire Film,0
60129543735,Freestyle Releasing,0
60129543736,Multimedia Gesellschaft für Audiovisuelle Information mbH,3142763
60129543736,FilmTeknik,3142763
60129543737,Liden Films,0
60129543738,Image Engine Design,269980
60129543738,Digic Pictures,269980
60129543738,Square Enix,269980
60129543739,Chabraque Productions,-8600000
60129543739,Scope Pictures,-8600000
60129543739,Pathé Productions,-8600000
60129543739,Appaloosa Pictures,-8600000
60129543739,Same Player,-8600000
60129543739,TF1 Films Productions,-8600000
60129543740,"",0
60129543741,ITV,0
60129543741,Darlow Smithson Productions,0
60129543742,"",0
60129543743,"",0
60129543744,Luiz Carlos Barreto Produções Cinematográficas,0
60129543745,Paramhans Creations,0
60129543745,Miraj Entertainment,0
60129543745,Dore Films,0
60129543745,Saptrishi Cinevision,0
60129543746,"",0
60129543747,Sakhkinmrestsvi,0
60129543748,Leisure Media,0
60129543748,Noah Films,0
60129543749,Breakthrough Entertainment Productions,0
60129543749,Black Fawn Films,0
60129543750,"",0
60129543751,EMC Pictures,0
60129543751,Institut Français,0
60129543751,CNC Aide aux cinémas du monde,0
60129543751,Pyramide International,0
60129543751,Fortress Film Clinic,0
60129543751,Acamedia Pictures,0
60129543751,Ministère des Affaires étrangères et du Développement International,0
60129543751,Sampek Productions,0
60129543751,Film Clinic,0
60129543751,NiKo Film,0
60129543751,Arte France,0
60129543751,ARTE France Cinéma,0
60129543752,"",0
60129543753,FCCE,0
60129543754,"",0
60129543755,"",0
60129543756,"",0
60129543757,Blind Man Productions,147200845
60129543757,Good Universe,147200845
60129543757,Stage 6 Films,147200845
60129543757,Screen Gems,147200845
60129543757,Sony Pictures Releasing,147200845
60129543757,Ghost House Pictures,147200845
60129543758,"",0
60129543759,Sein+Hain Film,0
60129543759,Nama Film,0
60129543760,"",0
60129543761,"",0
60129543762,"",0
60129543763,Flexibon Films,38735023
60129543763,The Fyzz Facility,38735023
60129543763,Tea Shop & Film Company,38735023
60129543763,Dimension Films,38735023
60129543764,Milky Way Image Company,0
60129543764,Media Asia Film,0
60129543765,Cyan Films,0
60129543766,Caracol,19337
60129543766,JWProductions,19337
60129543766,Discovery Studios,19337
60129543767,"",8000000
60129543768,Sid and Marty Krofft Enterprises,0
60129543769,"",0
60129543770,"",0
60129543771,"",0
60129543772,"",0
60129543773,"",0
60129543774,Wildside,0
60129543774,Paradis Films,0
60129543775,"",0
60129543776,"",0
60129543777,REDLABdigital,0
60129543777,Lao Art Media,0
60129543777,Living Films,0
60129543778,Pont Neuf Productions,0
60129543778,Marzipan Productions,0
60129543778,Stigma Films,0
60129543778,Creative England,0
60129543778,Red & Black Films,0
60129543779,"",0
60129543780,"",0
60129543781,Channel Four Films,0
60129543782,BBC,0
60129543783,Brent Walker Pictures,0
60129543783,Barry R. Cooper Productions,0
60129543783,Skreba Films,0
60129543784,"",0
60129543785,"",130
60129543786,Ballpark Productions Partnership,-500000
60129543787,"",-13500000
60129543788,Aries Cinematográfica Argentina,0
60129543789,"",0
60129543790,production),0
60129543790,Gaumont (co,0
60129543790,Radar Films,0
60129543790,Epithète Films,0
60129543791,"",0
60129543792,"",0
60129543793,Walt Disney Studios Home Entertainment,0
60129543794,"",0
60129543795,"",0
60129543796,FilmBuff,0
60129543797,"",0
60129543798,Aeroplano,-600000
60129543798,La.Lune Entertainment,-600000
60129543799,Big Idea Productions,0
60129543800,"",0
60129543801,"",0
60129543802,"",0
60129543803,Big Idea Productions,0
60129543804,"",0
60129543805,"",0
60129543806,"",0
60129543807,Big Idea Productions,0
60129543808,"",0
60129543809,"",0
60129543810,"",0
60129543811,Big Idea Entertainment,0
60129543812,Big Idea Productions,0
60129543813,Big Idea Entertainment,0
60129543814,"",0
60129543815,Big Idea Entertainment,0
60129543816,Big Idea Entertainment,0
60129543817,"",0
60129543818,"",0
60129543819,Big Idea Entertainment,0
60129543820,Columbia Pictures Corporation,0
60129543821,Last Pictures,0
60129543821,Smiley Ball Films,0
60129543821,Oscilloscope Laboratories,0
60129543822,Synthetic Cinema International,0
60129543823,"",-150000
60129543824,"",0
60129543825,Paramount Pictures,0
60129543826,Digital Ignition Entertainment,0
60129543826,BondIt,0
60129543826,Yale Productions,0
60129543826,SSS Entertainment,0
60129543826,RabbitBandini Productions,0
60129543827,RKO Radio Pictures,0
60129543828,Star Film,0
60129543828,Mingxing Film Company,0
60129543829,Fox Film Corporation,0
60129543830,"",0
60129543831,Constantin Film,0
60129543832,"",0
60129543833,Republic Pictures (I),0
60129543834,Bangor Films,0
60129543834,TLA Releasing,0
60129543835,Centar Film,0
60129543836,"",0
60129543837,ONE TWO Films,0
60129543837,Green Productions,0
60129543837,United King Films,0
60129543838,"",-959300
60129543839,"",0
60129543840,BondIt,0
60129543840,Syfy,0
60129543840,The Asylum,0
60129543841,Funny or Die,0
60129543842,STX Entertainment,9803648
60129543842,Gracie Films,9803648
60129543843,"",0
60129543844,Kintop Pictures,0
60129543845,"",0
60129543846,"",0
60129543847,Jawbone Pictures,0
60129543847,Pātea Film Collective,0
60129543848,Beacon Films Inc.,0
60129543849,Stormchaser Films,0
60129543850,"",0
60129543851,"",0
60129543852,Toho Company,0
60129543853,Nasser Entertainment,-8000000
60129543854,Sagitarius Productions,0
60129543854,Ada Films,0
60129543855,"",2203
60129543856,Unity Productions Foundation,-800000
60129543856,Spark Media,-800000
60129543857,Lucky Man Films,-4400000
60129543857,22h22,-4400000
60129543857,LD Entertainment,-4400000
60129543858,Wild Bunch,-13000000
60129543858,Why Not Productions,-13000000
60129543859,Bow and Arrow Entertainment,0
60129543859,Destro Films,0
60129543859,American Zoetrope,0
60129543860,Singing Frog Studio,-12500000
60129543861,"",0
60129543862,Proximus,-7463156
60129543862,Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius,-7463156
60129543862,Twenty Twenty Vision Filmproduktion GmbH,-7463156
60129543862,Centre National de la Cinématographie (CNC),-7463156
60129543862,Entre Chien et Loup,-7463156
60129543862,Casa Kafka Pictures,-7463156
60129543862,France Télévisions,-7463156
60129543862,Orange Cinéma Séries,-7463156
60129543862,SBS Productions,-7463156
60129543862,Canal+,-7463156
60129543862,Filmförderungsanstalt (FFA),-7463156
60129543862,France 2 Cinéma,-7463156
60129543863,"",0
60129543864,Sumitomo Corporation,0
60129543864,TV Asahi,0
60129543864,Shochiku Company,0
60129543865,Breakthrough Entertainment,0
60129543866,Throttle Films,-2000000
60129543866,Carolina Film Works,-2000000
60129543866,Indigo Pictures,-2000000
60129543867,"",0
60129543868,"",0
60129543869,Paramount Pictures,0
60129543870,Studio Filmowe Kalejdoskop,0
60129543871,Stone Productions,0
60129543872,Film House Bas Celik,0
60129543873,"",0
60129543874,Official Pictures,0
60129543874,Leontine Pictures,0
60129543875,"",0
60129543876,Toho,0
60129543877,Leon Schlesinger Studios,0
60129543878,"",0
60129543879,Agat Films & Cie,0
60129543879,Centre National de la Cinématographie (CNC),0
60129543879,CinéCinéma,0
60129543879,Canal+,0
60129543880,"",0
60129543881,Galatea Film,0
60129543881,Panorama Films,0
60129543882,UTV Motion Pictures,10000
60129543883,Luxfilm,0
60129543884,Kinosaurus,-566000
60129543885,Erber & Koch,0
60129543886,"",0
60129543887,"",-24000
60129543888,Suzanne DeLaurentiis Productions,-350000
60129543888,Four Horsemen Films,-350000
60129543888,Soular Entertainment,-350000
60129543888,Morningstar Films,-350000
60129543889,Nordisk Film,0
60129543890,NEW,-6690232
60129543891,Strix Drama AB,0
60129543891,Nordisk Film,0
60129543892,Nordisk Film,0
60129543893,Strix Drama AB,0
60129543893,Nordisk Film,0
60129543894,Strix Drama AB,0
60129543894,Nordisk Film,0
60129543895,Nordisk Film,0
60129543896,Strix Drama AB,0
60129543896,Nordisk Film,0
60129543897,"",0
60129543898,"",0
60129543899,Tre Vänner Produktion AB,0
60129543900,Tre Vänner Produktion AB,0
60129543901,"",0
60129543902,Tre Vänner Produktion AB,0
60129543903,Vogue Pictures Inc.,0
60129543903,Fidelity,0
60129543904,Raymond Stross Productions,0
60129543905,Merchant Ivory Productions,0
60129543906,"",0
60129543907,CLC,0
60129543908,"",0
60129543909,"",0
60129543910,"",0
60129543911,Two Oceans Production (TOP),-7500000
60129543911,Seven Pictures,-7500000
60129543911,Wiedemann & Berg Filmproduktion,-7500000
60129543912,"",0
60129543913,Yoruba Saxon Productions,0
60129543913,Loveless,0
60129543914,Indiepelago Films,0
60129543914,Create Entertainment,0
60129543915,Allied Stars,0
60129543916,"",0
60129543917,Busted Shark Productions,551760
60129543917,Chapter One Films,551760
60129543917,IM Global Octane,551760
60129543917,Dimension Films,551760
60129543917,Blumhouse Productions,551760
60129543918,Diablo Entertainment,0
60129543918,EBF Productions,0
60129543919,"",0
60129543920,"",0
60129543921,Euro Film,0
60129543921,R&C Produzioni,0
