key,title,budget,revenue,profit,return,year,month,day,day_week,collection
8589938504,Stolen Kisses,350000,0,-350000,0.0,1968,Agosto,13,Martes,The Adventures of Antoine Doinel
8589935710,Postcards from the Edge,22000000,39071603,17071603,1.7759819545454545,1990,Septiembre,12,Miercoles,
8589936152,Djomeh,0,0,0,,2000,Enero,01,Sabado,
8589936523,Mean Machine,0,0,0,,2001,Diciembre,26,Miercoles,
8589936736,The Mystic Masseur,0,0,0,,2001,Enero,01,Lunes,
8589937280,The Sword and the Sorcerer,4000000,39103425,35103425,9.77585625,1982,Abril,01,Jueves,
8589937949,"Kiss Me, Stupid",3500000,0,-3500000,0.0,1964,Diciembre,22,Martes,
8589938319,The Missing,60000000,0,-60000000,0.0,2003,Noviembre,26,Miercoles,
8589938462,Attraction,0,0,0,,2001,Abril,22,Domingo,
8589938561,Bonjour Tristesse,0,0,0,,1958,Marzo,17,Lunes,
8589938670,The Diary of Anne Frank,3000000,0,-3000000,0.0,1959,Marzo,18,Miercoles,
8589935009,Saludos Amigos,0,0,0,,1942,Agosto,24,Lunes,
8589935257,The Replacements,0,0,0,,2000,Agosto,07,Lunes,
8589935577,The Unbelievable Truth,0,0,0,,1989,Abril,01,Sabado,
8589935811,All That Heaven Allows,0,3100000,3100000,,1955,Diciembre,25,Domingo,
8589935992,Happy Together,0,0,0,,1989,Mayo,04,Jueves,
8589936018,Miss Firecracker,0,0,0,,1989,Abril,28,Viernes,
8589936119,Rat Race,48000000,85498534,37498534,1.7812194583333334,2001,Julio,30,Lunes,
8589936306,Midway,0,0,0,,1976,Junio,18,Viernes,
8589936365,Vanilla Sky,68000000,203388341,135388341,2.991005014705882,2001,Diciembre,10,Lunes,
8589936885,Robin and Marian,0,0,0,,1976,Marzo,11,Jueves,
8589937320,Deathtrap,0,0,0,,1982,Marzo,19,Viernes,
8589937331,Intacto,0,0,0,,2001,Noviembre,06,Martes,
8589937501,Santa Claus Is a Stinker,0,0,0,,1982,Agosto,25,Miercoles,
8589937758,2 Fast 2 Furious,76000000,236350661,160350661,3.1098771184210525,2003,Junio,05,Jueves,The Fast and the Furious Collection
8589937815,The Big Trail,0,0,0,,1930,Noviembre,01,Sabado,
8589937858,The Heart of Me,7000000,0,-7000000,0.0,2002,Enero,01,Martes,
8589937968,Princess Blade,0,0,0,,2001,Diciembre,15,Sabado,
8589938021,Kind Hearts and Coronets,0,0,0,,1949,Enero,01,Sabado,
8589938187,Three O'Clock High,0,3685862,3685862,,1987,Octubre,09,Viernes,
8589938431,Aguirre: The Wrath of God,92000,0,-92000,0.0,1972,Diciembre,29,Viernes,
8589934649,Sister Act,31000000,231605150,200605150,7.4711338709677415,1992,Mayo,28,Jueves,Sister Act Collection
8589935018,The Myth Of Fingerprints,2000000,458815,-1541185,0.2294075,1997,Septiembre,17,Miercoles,
8589935396,Code of Silence,0,20345361,20345361,,1985,Mayo,03,Viernes,
8589935445,The St  Francisville Experiment,0,0,0,,2000,Abril,15,Sabado,
8589935449,Panic,1000000,779137,-220863,0.779137,2000,Diciembre,01,Viernes,
8589936084,Idiot Box,0,0,0,,1996,Enero,01,Lunes,
8589936307,MacArthur,9000000,0,-9000000,0.0,1977,Julio,01,Viernes,
8589936407,The Big Heat,0,0,0,,1953,Octubre,14,Miercoles,
8589936434,Foxes,0,4400000,4400000,,1980,Febrero,29,Viernes,
8589936505,Designing Woman,0,0,0,,1957,Mayo,16,Jueves,
8589936843,Zebrahead,0,0,0,,1992,Octubre,23,Viernes,
8589937001,Spirited Away,15000000,274925095,259925095,18.32833966666667,2001,Julio,20,Viernes,
8589937097,Buddy Buddy,0,0,0,,1981,Enero,01,Jueves,
8589937102,Charlie Chan and the Curse of the Dragon Queen,0,0,0,,1981,Febrero,01,Domingo,
8589937244,Student Bodies,0,0,0,,1981,Agosto,07,Viernes,
8589937325,Maid in Manhattan,55000000,154906693,99906693,2.8164853272727273,2002,Diciembre,13,Viernes,
8589937359,Where’s Poppa?,0,0,0,,1970,Noviembre,10,Martes,
8589937600,Bend It Like Beckham,3500159,76578641,73078482,21.878617799934233,2002,Abril,11,Jueves,
8589938017,Valley of the Dolls,5000000,50000000,45000000,10.0,1967,Diciembre,27,Miercoles,
8589938254,Sylvia,7000000,10000000,3000000,1.4285714285714286,2003,Octubre,17,Viernes,
8589938302,Suspended Animation,0,0,0,,2001,Enero,01,Lunes,
8589934787,JFK,40000000,205405498,165405498,5.13513745,1991,Diciembre,20,Viernes,
8589934852,Romeo Must Die,25000000,91036760,66036760,3.6414704,2000,Marzo,20,Lunes,
8589935060,Puppet Master III Toulon's Revenge,800000,0,-800000,0.0,1991,Octubre,17,Jueves,Puppet Master Collection
8589935228,Saving Grace,10000000,26330482,16330482,2.6330482,2000,Enero,24,Lunes,
8589935501,Family Viewing,0,0,0,,1987,Octubre,02,Viernes,
8589935916,Moon Over Parador,20000000,0,-20000000,0.0,1988,Septiembre,09,Viernes,
8589936091,The Princess Diaries,37000000,165335153,128335153,4.468517648648649,2001,Agosto,03,Viernes,The Princess Diaries Collection
8589936187,A Hole in the Head,0,0,0,,1959,Septiembre,15,Martes,
8589936393,The Nine Lives of Fritz the Cat,0,0,0,,1974,Septiembre,18,Miercoles,Fritz the Cat Collection
8589936558,Scarlet Street,1202007,2948386,1746379,2.4528858816961963,1945,Diciembre,28,Viernes,
8589936625,Rude Boy,0,0,0,,1980,Julio,25,Viernes,
8589936640,Blade II,54000000,155010032,101010032,2.870556148148148,2002,Marzo,22,Viernes,Blade Collection
8589936797,Summer Holiday,0,0,0,,1963,Febrero,18,Lunes,
8589936850,Road to Perdition,80000000,181001478,101001478,2.262518475,2002,Julio,12,Viernes,
8589937015,Bloody Sunday,0,773228,773228,,2002,Enero,16,Miercoles,
8589937315,Cannery Row,0,0,0,,1982,Febrero,12,Viernes,
8589937565,Pillow Talk,0,0,0,,1959,Octubre,07,Miercoles,
8589938278,The Black Scorpion,0,0,0,,1957,Octubre,11,Viernes,
8589938327,Timeline,80000000,43935763,-36064237,0.5491970375,2003,Noviembre,26,Miercoles,
8589938348,Mr. Hobbs Takes a Vacation,2000000,0,-2000000,0.0,1962,Junio,15,Viernes,
8589938578,People Will Talk,0,0,0,,1951,Agosto,29,Miercoles,
8589938686,Club Dread,8500000,5001655,-3498345,0.58843,2004,Febrero,27,Viernes,
8589934625,A Zed & Two Noughts,0,0,0,,1985,Octubre,04,Viernes,
8589935093,The Toxic Avenger Part III: The Last Temptation of Toxie,0,0,0,,1989,Noviembre,24,Viernes,
8589935232,The Crush,6000000,13609396,7609396,2.2682326666666666,1993,Abril,02,Viernes,
8589935301,The Specials,0,0,0,,2000,Septiembre,22,Viernes,
8589935436,An Officer and a Gentleman,0,129795554,129795554,,1982,Julio,28,Miercoles,
8589935835,Outland,16000000,17374595,1374595,1.0859121875,1981,Mayo,22,Viernes,
8589935995,Homer and Eddie,0,0,0,,1989,Agosto,17,Jueves,
8589936188,Indiscreet,0,0,0,,1958,Junio,26,Jueves,
8589936324,The Exterminator,0,0,0,,1980,Septiembre,10,Miercoles,The Exterminator Collection
8589936639,Tender Cousins,0,0,0,,1980,Noviembre,19,Miercoles,
8589936642,Stolen Summer,0,0,0,,2002,Marzo,22,Viernes,
8589936705,Nine Queens,1500000,0,-1500000,0.0,2000,Agosto,31,Jueves,
8589936751,The Lady and the Duke,0,0,0,,2001,Septiembre,07,Viernes,
8589936934,Down and Out in Beverly Hills,14000000,62134225,48134225,4.438158928571428,1986,Enero,31,Viernes,
8589936998,Invincible,0,0,0,,2001,Enero,01,Lunes,
8589937041,Hanky Panky,0,0,0,,1982,Junio,04,Viernes,
8589937063,Auto Focus,7000000,2062066,-4937934,0.29458085714285714,2002,Octubre,18,Viernes,
8589937382,House on the Edge of the Park,0,0,0,,1980,Noviembre,06,Jueves,
8589937464,The Grey Fox,0,0,0,,1982,Diciembre,16,Jueves,
8589937690,Legal Eagles,0,0,0,,1986,Junio,18,Miercoles,
8589937708,City of Ghosts,0,0,0,,2002,Enero,01,Martes,
8589937971,The Making of '...And God Spoke',0,0,0,,1994,Septiembre,23,Viernes,
8589938427,National Velvet,0,0,0,,1944,Diciembre,14,Jueves,
8589938487,Crazy People,0,0,0,,1990,Abril,13,Viernes,
8589938576,Monsieur  Hulot's Holiday,0,0,0,,1953,Febrero,26,Jueves,
8589934970,Carnosaur,1000000,1753979,753979,1.753979,1993,Mayo,21,Viernes,Carnosaur Collection
8589935303,Prince of Central Park,0,0,0,,2000,Septiembre,22,Viernes,
8589935308,Beautiful,0,0,0,,2000,Septiembre,10,Domingo,
8589935384,One Day in September,0,0,0,,1999,Octubre,22,Viernes,
8589936194,Pocketful of Miracles,2900000,5000000,2100000,1.7241379310344827,1961,Diciembre,18,Lunes,
8589936292,The Devil's Backbone,4500000,6459020,1959020,1.4353377777777778,2001,Abril,20,Viernes,
8589936372,The Crawling Eye,0,0,0,,1958,Julio,07,Lunes,
8589936449,Little Dieter Needs to Fly,0,0,0,,1997,Diciembre,01,Lunes,
8589936938,The Revenge of Frankenstein,0,0,0,,1958,Junio,01,Domingo,Frankenstein (Hammer Series)
8589937199,Ararat,0,0,0,,2002,Mayo,20,Lunes,
8589937419,Summer Lovers,0,0,0,,1982,Julio,16,Viernes,
8589937504,Richard Pryor: Live on the Sunset Strip,0,0,0,,1982,Marzo,12,Viernes,
8589937787,Gay Purr-ee,0,0,0,,1962,Octubre,24,Miercoles,
8589937928,Born to Be Wild,0,0,0,,1995,Marzo,31,Viernes,
8589938080,Once Upon a Time in Mexico,29000000,98185582,69185582,3.3857097241379313,2003,Septiembre,11,Jueves,Mexico Trilogy
8589938203,Regarding Henry,0,0,0,,1991,Julio,10,Miercoles,
8589938240,Bus 174,0,217201,217201,,2002,Octubre,22,Martes,
8589938365,Hoffa,35000000,0,-35000000,0.0,1992,Diciembre,25,Viernes,
8589938396,Quick Change,0,0,0,,1990,Julio,13,Viernes,
8589938680,Fire Birds,22000000,0,-22000000,0.0,1990,Mayo,25,Viernes,
8589934700,Boiler Room,26000000,28780255,2780255,1.1069328846153845,2000,Febrero,18,Viernes,
8589934875,A Place in the Sun,0,0,0,,1951,Junio,12,Martes,
8589935079,For a Few Dollars More,600000,15000000,14400000,25.0,1965,Diciembre,18,Sabado,The Man With No Name Collection
8589935100,Mad Max,400000,100000000,99600000,250.0,1979,Abril,12,Jueves,Mad Max Collection
8589935342,Get Carter,1814462,0,-1814462,0.0,1971,Marzo,03,Miercoles,
8589935833,Game of Death,0,0,0,,1978,Marzo,22,Miercoles,
8589935856,The Accidental Tourist,0,0,0,,1988,Diciembre,23,Viernes,
8589936257,one day can ruin your life. All life is is four or five big days that change everything.,48000000,35743308,-12256692,0.74465225,2001,Octubre,19,Viernes,
8589936376,Silent Rage,4500000,10500000,6000000,2.3333333333333335,1982,Abril,02,Viernes,
8589936398,Witness for the Prosecution,3000000,9000000,6000000,3.0,1957,Diciembre,17,Martes,
8589936723,Delirious,18000000,5546827,-12453173,0.30815705555555556,1991,Agosto,09,Viernes,
8589936978,Shock Waves,200000,0,-200000,0.0,1977,Julio,15,Viernes,
8589937014,Between Strangers,0,0,0,,2002,Agosto,30,Viernes,
8589937413,Imitation of Life,0,0,0,,1959,Enero,01,Jueves,
8589938052,All the Little Animals,0,0,0,,1999,Julio,09,Viernes,
8589938333,Journeys with George,0,0,0,,2002,Marzo,08,Viernes,
8589934743,Born Yesterday,0,0,0,,1950,Diciembre,25,Lunes,
8589934997,Anchors Aweigh,0,0,0,,1945,Julio,14,Sabado,
8589935053,La Grande Bouffe,0,0,0,,1973,Mayo,16,Miercoles,
8589935581,Lilies of the Field,0,0,0,,1963,Junio,04,Martes,
8589935642,Kingdom Come,0,0,0,,2011,Enero,01,Sabado,
8589935651,The Low Down,0,32395,32395,,2001,Enero,26,Viernes,
8589935719,The Magnificent Seven,2000000,4905000,2905000,2.4525,1960,Octubre,22,Sabado,The Magnificent Seven Collection
8589935991,Gross Anatomy,0,0,0,,1989,Octubre,20,Viernes,
8589936496,Hart's War,70000000,32287044,-37712956,0.4612434857142857,2002,Febrero,15,Viernes,
8589936682,The Sweetest Thing,43000000,68696770,25696770,1.5975993023255814,2002,Abril,12,Viernes,
8589936837,Pumpkin,0,0,0,,2002,Junio,28,Viernes,
8589936923,Satin Rouge,0,0,0,,2002,Mayo,16,Jueves,
8589937295,Varning för Jönssonligan,0,0,0,,1981,Diciembre,04,Viernes,Jönsson Gang
8589937612,Bang the Drum Slowly,0,0,0,,1973,Agosto,26,Domingo,
8589937753,The Italian Job,60000000,176070171,116070171,2.93450285,2003,Mayo,30,Viernes,
8589937757,Together,0,0,0,,2002,Septiembre,10,Martes,
8589937794,Shenandoah,0,0,0,,1965,Junio,03,Jueves,
8589938305,Elf,32000000,173398518,141398518,5.4187036875,2003,Octubre,09,Jueves,
8589938477,Beyond the Clouds,0,0,0,,1995,Junio,06,Martes,
8589934602,The Last Detail,0,0,0,,1973,Diciembre,11,Martes,
8589934841,Red Dawn,4200000,38376497,34176497,9.13726119047619,1984,Agosto,10,Viernes,
8589935115,Gone in Sixty Seconds,90000000,237202299,147202299,2.6355811,2000,Junio,09,Viernes,
8589935411,The Emperor's New Groove,100000000,169327687,69327687,1.69327687,2000,Diciembre,09,Sabado,The Emperor's New Groove Collection
8589935738,Bride of the Wind,0,0,0,,2001,Junio,08,Viernes,
8589936034,Planet of the Apes,100000000,362211740,262211740,3.6221174,2001,Julio,25,Miercoles,
8589936055,Shirley Valentine,0,0,0,,1989,Octubre,27,Viernes,
8589936220,Brubaker,0,37121708,37121708,,1980,Junio,20,Viernes,
8589936237,Fat Girl,0,0,0,,2001,Marzo,07,Miercoles,
8589936333,At the Earth's Core,0,0,0,,1976,Julio,01,Jueves,Caprona Collection
8589936526,Scratch,0,0,0,,2001,Noviembre,07,Miercoles,
8589936643,In The Winter Dark,0,0,0,,1998,Septiembre,10,Jueves,
8589936707,The Triumph of Love,0,0,0,,2001,Diciembre,12,Miercoles,
8589936945,Mad Love,4800000,0,-4800000,0.0,2001,Septiembre,28,Viernes,
8589936976,Monster in the Closet,0,0,0,,1986,Mayo,15,Jueves,
8589937074,Jason Goes to Hell: The Final Friday,3000000,15938065,12938065,5.312688333333333,1993,Agosto,13,Viernes,Friday the 13th Collection
8589937829,The Blue Max,5000000,0,-5000000,0.0,1966,Junio,21,Martes,
8589938113,"I, Madman",0,151203,151203,,1989,Enero,01,Domingo,
8589938151,A Brief History of Time,0,0,0,,1991,Octubre,01,Martes,
8589938212,Article 99,18000000,6375979,-11624021,0.35422105555555555,1992,Marzo,13,Viernes,
8589938347,WarGames,12000000,79567667,67567667,6.630638916666666,1983,Junio,03,Viernes,WarGames Collection
8589938489,Adam's Rib,0,0,0,,1949,Noviembre,18,Viernes,
8589934920,Mystery Train,2800000,0,-2800000,0.0,1989,Septiembre,06,Miercoles,
8589935006,Pee-wee's Big Adventure,6000000,40940662,34940662,6.823443666666667,1985,Julio,26,Viernes,Pee-wee's Collection
8589935165,Missing in Action 2: The Beginning,2410000,10755447,8345447,4.462841078838174,1985,Marzo,01,Viernes,Missing in Action Collection
8589935230,The Brain That Wouldn't Die,62000,0,-62000,0.0,1962,Febrero,25,Domingo,
8589935276,The Ballad of Ramblin' Jack,0,0,0,,2000,Enero,26,Miercoles,
8589935304,Urban Legends: Final Cut,14000000,38574362,24574362,2.7553115714285714,2000,Septiembre,19,Martes,Urban Legend
8589935450,The Pledge,35000000,29400000,-5600000,0.84,2001,Enero,09,Martes,
8589935579,Elvis That's the Way It Is,0,0,0,,1970,Noviembre,11,Miercoles,
8589935645,The Circle,0,0,0,,2000,Septiembre,08,Viernes,
8589935853,Siegfried & Roy: The Magic Box,0,0,0,,1999,Octubre,01,Viernes,
8589935875,Caddyshack II,0,0,0,,1988,Julio,22,Viernes,Caddyshack Collection
8589935915,The Milagro Beanfield War,0,0,0,,1988,Marzo,18,Viernes,
8589936518,Big Bad Love,0,0,0,,2001,Octubre,11,Jueves,
8589936551,"Jo Jo Dancer, Your Life Is Calling",0,0,0,,1986,Mayo,02,Viernes,
8589936573,Hero at Large,0,15934737,15934737,,1980,Febrero,08,Viernes,
8589936732,Wild Orchid,7000000,0,-7000000,0.0,1989,Diciembre,22,Viernes,
8589937355,Running Time,130000,1596,-128404,0.012276923076923078,1997,Diciembre,18,Jueves,
8589937566,The Man Who Fell to Earth,1500000,0,-1500000,0.0,1976,Marzo,18,Jueves,
8589937848,The Song of Bernadette,0,0,0,,1943,Diciembre,21,Martes,
8589937912,The League of Extraordinary Gentlemen,78000000,179265204,101265204,2.2982718461538463,2003,Julio,11,Viernes,
8589938019,Chunhyang,0,0,0,,2000,Enero,29,Sabado,
8589938039,The Road Home,0,0,0,,1999,Octubre,16,Sabado,
8589938182,PCU,9000000,4350774,-4649226,0.4834193333333333,1994,Abril,29,Viernes,
8589938415,Year of the Dragon,24000000,18707466,-5292534,0.77947775,1985,Agosto,16,Viernes,
8589938447,The Hunchback of Notre Dame,0,0,0,,1939,Diciembre,29,Viernes,
8589938481,Cabeza de Vaca,0,0,0,,1991,Octubre,11,Viernes,
8589934862,Modern Times,1,8500000,8499999,8500000.0,1936,Febrero,05,Miercoles,
8589935262,Sunset Strip,0,0,0,,2000,Agosto,18,Viernes,
8589935389,Unbreakable,75000000,248118121,173118121,3.308241613333333,2000,Noviembre,13,Lunes,
8589935840,The Score,68000000,71069884,3069884,1.0451453529411765,2001,Julio,13,Viernes,
8589935908,Johnny Be Good,0,0,0,,1988,Marzo,22,Martes,
8589936066,Three Fugitives,15000000,40590000,25590000,2.706,1989,Enero,27,Viernes,
8589937009,Shanghai Ghetto,0,0,0,,2002,Febrero,28,Jueves,
8589937175,Time Changer,0,0,0,,2002,Octubre,25,Viernes,
8589937441,The Recruit,0,101191884,101191884,,2003,Enero,31,Viernes,
8589937452,Tokyo Decadence,0,0,0,,1992,Enero,06,Lunes,Tokyo Decadence series
8589937497,Personal Best,0,0,0,,1982,Febrero,05,Viernes,
8589937605,Spun,2000000,0,-2000000,0.0,2002,Junio,01,Sabado,
8589937830,The Desert Fox: The Story of Rommel,0,0,0,,1951,Octubre,16,Martes,
8589937934,Masked and Anonymous,0,0,0,,2003,Agosto,08,Viernes,
8589938047,Incident at Oglala,0,0,0,,1992,Mayo,08,Viernes,
8589938359,"Greystoke: The Legend of Tarzan, Lord of the Apes",0,45858563,45858563,,1984,Marzo,30,Viernes,
8589938542,Torque,40000000,46546197,6546197,1.163654925,2004,Enero,16,Viernes,
8589938631,An Amazing Couple,0,0,0,,2002,Septiembre,12,Jueves,
8589934601,Pal Joey,0,0,0,,1957,Octubre,25,Viernes,
8589934665,White Men Can't Jump,0,90753806,90753806,,1992,Marzo,26,Jueves,
8589934746,Blood Feast,24500,4000000,3975500,163.26530612244898,1963,Junio,06,Jueves,
8589936120,Aberdeen,0,0,0,,2000,Julio,05,Miercoles,
8589936334,Empire of the Ants,0,0,0,,1977,Junio,29,Miercoles,
8589936651,Death to Smoochy,55000000,0,-55000000,0.0,2002,Marzo,28,Jueves,
8589936727,Lenny,0,0,0,,1974,Noviembre,10,Domingo,
8589937104,The Chosen,0,0,0,,1981,Agosto,20,Jueves,
8589937648,What a Girl Wants,0,0,0,,2003,Marzo,27,Jueves,
8589937727,A Chorus Line,0,14202899,14202899,,1985,Diciembre,10,Martes,
8589938570,Final Cut,0,0,0,,1998,Noviembre,13,Viernes,
8589938628,Barbershop 2:  Back in Business,18000000,65070412,47070412,3.615022888888889,2004,Enero,20,Martes,Barbershop Collection
8589938687,Dirty Dancing: Havana Nights,25000000,27685016,2685016,1.10740064,2004,Febrero,27,Viernes,Dirty Dancing Collection
8589934656,Wayne's World 2,0,47965000,47965000,,1993,Diciembre,10,Viernes,Wayne's World Collection
8589934987,"The Nibelungs, Tale 1: Siegfried",0,0,0,,1966,Diciembre,13,Martes,
8589935080,Magnum Force,0,39768000,39768000,,1973,Diciembre,23,Domingo,Dirty Harry Collection
8589935099,Alien Nation,16000000,32155047,16155047,2.0096904375,1988,Octubre,07,Viernes,Alien Nation Collection
8589935410,"Dude, Where’s My Car?",13000000,73180723,60180723,5.629286384615384,2000,Diciembre,15,Viernes,
8589935447,Double Take,0,0,0,,2001,Enero,12,Viernes,
8589936211,Joy Ride,23000000,36642838,13642838,1.5931668695652175,2001,Octubre,05,Viernes,Joy Ride Collection
8589936277,The One,49000000,72700000,23700000,1.4836734693877551,2001,Noviembre,02,Viernes,
8589936358,Piñero,0,0,0,,2001,Enero,01,Lunes,
8589936477,Going Places,0,0,0,,1974,Mayo,12,Domingo,
8589936644,George Washington,0,0,0,,2000,Octubre,01,Domingo,
8589936702,Enigma,0,15705007,15705007,,2001,Enero,22,Lunes,
8589936961,The Children of the Century,0,0,0,,1999,Septiembre,13,Lunes,
8589937059,The Young Unknowns,0,0,0,,2000,Marzo,12,Domingo,
8589937071,Tully,0,0,0,,2000,Enero,01,Sabado,
8589937162,Polyester,300000,0,-300000,0.0,1981,Mayo,29,Viernes,
8589937211,Men with Brooms,7500000,4245870,-3254130,0.566116,2002,Septiembre,20,Viernes,
8589937847,Shattered,22000000,11511031,-10488969,0.5232286818181818,1991,Octubre,11,Viernes,
8589938479,Ryan's Daughter,0,0,0,,1970,Diciembre,09,Miercoles,
8589934619,A Star Is Born,0,0,0,,1937,Abril,27,Martes,
8589934699,With Byrd at the South Pole,0,0,0,,1930,Junio,28,Sabado,
8589935537,Valentine,0,0,0,,2001,Febrero,01,Jueves,
8589935687,Catchfire,0,0,0,,1990,Abril,03,Martes,
8589935787,Big Deal on Madonna Street,0,0,0,,1958,Junio,06,Viernes,Totò Collection
8589935797,The Last Laugh,0,0,0,,1924,Diciembre,23,Martes,
8589935864,Bad Dreams,4000000,9797098,5797098,2.4492745,1988,Abril,08,Viernes,
8589936200,I Never Promised You a Rose Garden,3000000,0,-3000000,0.0,1977,Julio,14,Jueves,
8589936367,Kandahar,0,0,0,,2001,Mayo,11,Viernes,
8589936418,What Time Is It There?,0,0,0,,2001,Mayo,15,Martes,
8589936482,Collateral Damage,85000000,78382433,-6617567,0.9221462705882353,2002,Febrero,06,Miercoles,
8589936559,All About the Benjamins,14000000,25482931,11482931,1.8202093571428573,2002,Marzo,08,Viernes,
8589936889,The Last Kiss,0,0,0,,2001,Febrero,01,Jueves,
8589937005,Charly,0,0,0,,2002,Septiembre,20,Viernes,
8589937291,Visitor Q,0,0,0,,2001,Marzo,17,Sabado,
8589937597,Laurel Canyon,0,0,0,,2002,Mayo,18,Sabado,
8589937750,Gigantic (A Tale Of Two Johns),0,0,0,,2002,Enero,01,Martes,
8589937852,Where the Heart Is,0,0,0,,1990,Febrero,23,Viernes,
8589938202,Nobody's Baby,0,0,0,,2001,Enero,01,Lunes,
8589934740,For All Mankind,0,770132,770132,,1989,Enero,01,Domingo,
8589934863,National Lampoon's Last Resort,0,0,0,,1994,Abril,29,Viernes,
8589935156,Communion,0,1919653,1919653,,1989,Noviembre,10,Viernes,
8589935696,Startup.com,0,0,0,,2001,Enero,01,Lunes,
8589935803,The Sons of Katie Elder,0,0,0,,1965,Diciembre,26,Domingo,
8589936041,Relentless,0,0,0,,1989,Agosto,30,Miercoles,
8589936330,The First Deadly Sin,0,0,0,,1980,Octubre,03,Viernes,
8589937123,The Woman Next Door,0,0,0,,1981,Septiembre,30,Miercoles,
8589937146,Looker,0,0,0,,1981,Octubre,30,Viernes,
8589937167,Jackass: The Movie,5000000,64282312,59282312,12.8564624,2002,Octubre,21,Lunes,Jackass Collection
8589937207,The Life and Death of Colonel Blimp,0,0,0,,1943,Junio,10,Jueves,
8589937328,El Bola,0,0,0,,2000,Octubre,20,Viernes,
8589937462,Forced Vengeance,0,6660333,6660333,,1982,Julio,30,Viernes,
8589937567,Dark Blue,15000000,9237470,-5762530,0.6158313333333333,2002,Diciembre,14,Sabado,
8589937872,Strange Planet,0,0,0,,1999,Octubre,06,Miercoles,
8589938025,Atragon,0,0,0,,1963,Diciembre,22,Domingo,
8589938060,The Battle of Shaker Heights,1000000,0,-1000000,0.0,2003,Agosto,22,Viernes,
8589938061,Don't Tempt Me,1200000,0,-1200000,0.0,2001,Noviembre,30,Viernes,
8589938275,Storyville,0,0,0,,1992,Agosto,26,Miercoles,
8589938527,Monster,8000000,60378584,52378584,7.547323,2003,Noviembre,16,Domingo,
8589934664,Twin Peaks: Fire Walk with Me,10000000,4160851,-5839149,0.4160851,1992,Junio,03,Miercoles,
8589934937,The Filth and the Fury,0,0,0,,2000,Marzo,29,Miercoles,
8589934940,NaN,0,0,0,,,,,,
8589935485,Can't Buy Me Love,1800000,31623833,29823833,17.568796111111112,1987,Agosto,14,Viernes,
8589935602,Rated X,0,0,0,,2000,Enero,01,Sabado,
8589935983,The Experts,0,0,0,,1989,Enero,13,Viernes,
8589936506,Funny Lady,0,0,0,,1975,Marzo,15,Sabado,
8589936549,Hell of the Living Dead,0,0,0,,1980,Noviembre,17,Lunes,
8589936621,Split Second,7,5,-2,0.7142857142857143,1992,Mayo,01,Viernes,
8589936928,Nightmare City,0,0,0,,1980,Diciembre,11,Jueves,
8589937168,Paid in Full,0,3090862,3090862,,2002,Octubre,25,Viernes,
8589937321,The Man Who Saves The World,0,0,0,,1982,Noviembre,04,Jueves,
8589937399,Divine Intervention,0,0,0,,,,,,
8589937636,The Awful Truth,0,0,0,,1937,Enero,01,Viernes,
8589937656,Physical Evidence,0,0,0,,1989,Enero,27,Viernes,
8589937741,The Matrix Reloaded,150000000,738599701,588599701,4.923998006666666,2003,Mayo,15,Jueves,The Matrix Collection
8589937859,Jet Lag,0,0,0,,2002,Octubre,30,Miercoles,
8589937950,"One, Two, Three",3000000,4000000,1000000,1.3333333333333333,1961,Diciembre,15,Viernes,
8589938096,Sgt. Pepper's Lonely Hearts Club Band,18000000,0,-18000000,0.0,1978,Julio,24,Lunes,
8589938582,To Have and Have Not,0,3650000,3650000,,1944,Octubre,11,Miercoles,
8589934674,Bad Lieutenant,1000000,2019469,1019469,2.019469,1992,Septiembre,16,Miercoles,
8589934886,El Dorado,4653000,6000000,1347000,1.2894906511927788,1966,Diciembre,17,Sabado,
8589935032,Seven Days in May,0,0,0,,1964,Febrero,12,Miercoles,
8589935123,American Pop,0,6000000,6000000,,1981,Febrero,13,Viernes,
8589935127,Shaft,4000000,12121618,8121618,3.0304045,1971,Julio,02,Viernes,Shaft Collection
8589935219,The Girl on the Bridge,0,0,0,,1999,Marzo,31,Miercoles,
8589935346,Two Family House,0,0,0,,2000,Enero,21,Viernes,
8589935873,The Boost,8000000,784990,-7215010,0.09812375,1988,Diciembre,23,Viernes,
8589935892,Drowning by Numbers,0,0,0,,1988,Septiembre,10,Sabado,
8589936043,The Return of Swamp Thing,0,192816,192816,,1989,Mayo,11,Jueves,Swamp Thing Collection
8589936298,Le Petit Soldat,180000,0,-180000,0.0,1963,Enero,25,Viernes,
8589936805,Scooby-Doo,84000000,275650703,191650703,3.281555988095238,2002,Junio,14,Viernes,Scooby-Doo Collection
8589936929,The Swarm,0,0,0,,1978,Julio,14,Viernes,
8589936935,Flaming Star,0,0,0,,1960,Diciembre,20,Martes,
8589937108,Man of Iron,0,0,0,,1981,Julio,27,Lunes,
8589937212,Mysterious Island,0,0,0,,1961,Diciembre,18,Lunes,
8589937311,The Party 2,0,0,0,,1982,Diciembre,08,Miercoles,The Party Collection
8589937580,American Heart,0,0,0,,1992,Marzo,17,Martes,
8589937662,A Man Apart,36000000,44350926,8350926,1.2319701666666667,2003,Abril,04,Viernes,
8589937710,House of Fools,2500000,57862,-2442138,0.0231448,2002,Diciembre,06,Viernes,
8589937803,Battle Cry,0,0,0,,1955,Febrero,02,Miercoles,
8589938097,A Song for Martin,0,0,0,,2001,Marzo,16,Viernes,
